[0.0, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422193.751733, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422194.768301, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422195.77297, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422196.776263, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422197.7827976, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422198.7945023, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422199.7993155, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422200.810644, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422201.8175187, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422202.821418, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422203.8291836, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422204.84917, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422205.8539376, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422206.8699434, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422207.8747535, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422208.875871, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422209.8815002, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422210.885487, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422211.8923445, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422212.8989692, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422213.910822, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422214.9191115, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422215.9245605, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422216.9361823, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422217.9441135, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422218.9597754, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422219.9693515, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422220.977927, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422221.978749, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422222.9829507, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422223.9869454, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422224.9904327, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422226.0051155, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422227.0053887, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422228.0220656, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422229.0347683, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422230.0387304, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422231.0508835, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422234.3737087, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422234.4915202, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422234.6074653, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422234.709288, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422234.8244104, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
[1656422234.9268718, 1, 0, 'new', 4, 176, 63.5, 7, 22, 1681, 1]
